name,priceRange,rating,reviewCount,postCode,Latitude,Longitude_x,Weekly orders,value
Casa Carmen La Vaguada,$$ - $$$,3.0,42,28029.0,40.4800101,-3.7074566,22,126.0
Sua,$,4.5,2,28003.0,40.446662200000006,-3.6942858,18,9.0
Tuk Tuk Express Las Tablas,$$ - $$$,4.0,4,28050.0,40.497156200000006,-3.6743992999999997,20,16.0
Saona Zurbaran,$,3.5,17,28010.0,40.429409,-3.6916421,3,59.5
Duende,$,3.0,38,28006.0,40.4329564,-3.674843,2,114.0
Restaurante Esmeralda,,4.0,4,28035.0,40.4703278,-3.7145184999999996,8,16.0
Pizzeria Brooklyn,,4.5,2,28045.0,40.4031078,-3.6916037000000004,2,9.0
La Cocina de San Roman,$,3.5,19,28016.0,40.4561727,-3.6783278,8,66.5
Garden Fried Chicken,$$ - $$$,4.5,2,28017.0,40.43164829999999,-3.64088,2,9.0
Vinoteca Tierra,$$$$,4.5,2,28001.0,40.4273844,-3.6857010999999997,2,9.0
Che Restaurant,,4.5,2,,40.299605799999995,-3.9261572,108,9.0
Tim Hortons,,4.5,2,28022.0,40.446969,-3.587343,34,9.0
El Sequito lounge bar,$$ - $$$,3.5,21,28043.0,40.4574797,-3.6250851,10,73.5
Pinchos Udaberri Chueca,$$ - $$$,4.0,6,28004.0,40.421925099999996,-3.6966864999999998,1,24.0
Belros,,4.5,6,28008.0,40.422140899999995,-3.7206155,10,27.0
Isarta,$$ - $$$,3.5,14,28049.0,40.5056891,-3.6957902999999996,9,49.0
Restaurante Palacio Oriente,,4.0,5,28017.0,40.4342946,-3.6438337999999995,17,20.0
El Paraiso Del Desierto,$$ - $$$,3.0,80,28007.0,40.405175,-3.6716281000000004,6,240.0
Arts Club,$$$$,3.0,244,28006.0,40.4336565,-3.6823702000000003,54,732.0
Picolo Andrea,,5.0,2,28010.0,40.43014,-3.7026,9,10.0
Arte 14 Restaurante & Lounge Bar,$$ - $$$,3.5,18,28033.0,40.4829793,-3.6707165999999996,2,63.0
La Panaderia de Chueca,$$ - $$$,4.0,18,28004.0,40.4230864,-3.6975947,18,72.0
Wok Bravo!,,3.5,8,28020.0,40.4530391,-3.7032768,3,28.0
Lizarran,$,3.5,16,28003.0,40.4461152,-3.7042083,13,56.0
La Toscana Cafeteria Panaderias,$,4.5,2,28045.0,40.3935403,-3.6791123,4,9.0
Parrilla Nino,$$ - $$$,3.5,70,28015.0,40.4256968,-3.7121696,2,245.0
Restaurante Chino La Muralla,,4.0,4,28042.0,40.4708816,-3.5828946000000004,8,16.0
Taberna el pirata ll,$$ - $$$,5.0,5,28012.0,40.4147321,-3.7047065999999997,2,25.0
Mediterranea Food,$$ - $$$,4.5,2,28009.0,40.4231328,-3.6796938999999997,8,9.0
Tapaterapia,$,3.5,34,28034.0,40.4835396,-3.7020303999999995,1,119.0
Restaurante Esgueva,,4.0,4,28016.0,40.453120500000004,-3.6807654000000003,20,16.0
hotel abalu,,5.0,2,,40.4167754,-3.7037902000000003,10,10.0
Kebab Tawakal,$,3.5,7,28028.0,40.4332787,-3.6710981,8,24.5
"La Tagliatella Doctor Esquerdo, Madrid",$$ - $$$,3.5,6,28009.0,40.4116534,-3.6704312999999993,8,21.0
El Tarantin de Lucia,$$ - $$$,4.0,4,28012.0,40.4115963,-3.6986769999999995,6,16.0
Gran Cafeteria Santander,$,3.5,13,28004.0,40.4275849,-3.6964193,54,45.5
VIPS Smart,$,3.5,12,28010.0,40.436403799999994,-3.6996892999999997,9,42.0
La Andaluza low cost,$,3.5,18,28005.0,40.402007700000006,-3.7122362,2,63.0
El Vegetariano,,4.0,22,28028.0,40.4255037,-3.6664262,4,88.0
TGB The Good Burger Plenilunio,$,3.0,88,28022.0,40.446969,-3.587343,34,264.0
Cafe Del Espia,,3.5,7,28046.0,40.4616217,-3.6890329,3,24.5
Kokoxaxa,$,3.0,41,28054.0,40.363375899999994,-3.7389514999999998,42,123.0
Kebab Montecarmelo,,4.0,3,28049.0,40.5070191,-3.6949867999999997,11,12.0
Le saucier,,5.0,2,28010.0,40.43163679999999,-3.7021812999999995,10,10.0
Santagloria Avenida de America,$$ - $$$,3.5,8,28028.0,40.437524700000004,-3.6765748,2,28.0
Toledano,,4.0,4,28029.0,40.4779197,-3.7100684999999998,8,16.0
El Tarantin,,4.5,2,28012.0,40.4112964,-3.6985842000000004,1,9.0
Bocata Vip,,4.0,4,28004.0,40.4249891,-3.6955473,1,16.0
BurgerMeister,$$ - $$$,3.0,49,28003.0,40.4471966,-3.7101550000000003,13,147.0
Amigo Johnson,$$ - $$$,4.0,3,28016.0,40.437259999999995,-3.713307,8,12.0
La Tagliatella Montecarmelo,$$ - $$$,3.0,30,28049.0,40.5039406,-3.7069623,7,90.0
Restaurante Guang Zhou - Zhou Hong,$$ - $$$,4.0,2,28044.0,40.378431400000004,-3.7692229,3,8.0
Doner Kebap Istanbul,$,3.5,9,28013.0,40.4173831,-3.7068138,2,31.5
BaRRa de Pintxos,$$ - $$$,3.5,84,28049.0,40.5042835,-3.706197,5,294.0
Namm,$,4.0,2,28916.0,40.3401454,-3.7331842000000006,31,8.0
Tanka's,,3.5,7,28001.0,40.4264199,-3.6786852,4,24.5
La Cueta,,3.5,5,28029.0,40.465103899999995,-3.6952149,1,17.5
La Atrevida,$$ - $$$,3.0,51,28001.0,40.4274899,-3.6850321000000004,6,153.0
Casa Domingo,,3.5,8,28005.0,40.4096217,-3.7098972999999997,13,28.0
Rooster,$$ - $$$,5.0,1,28004.0,40.4273596,-3.703475,9,5.0
Zzapi Restaurant,,5.0,1,28017.0,40.4184189,-3.6247486000000007,2,5.0
Jia Wei,,5.0,1,28014.0,40.4136068,-3.698618,4,5.0
Distrito 1 - Las Tablas,,5.0,1,28050.0,40.5047992,-3.6714432,3,5.0
la inopia,$$ - $$$,3.5,30,28004.0,40.42343220000001,-3.7028894999999995,1,105.0
La Terraza De Macarena,$$$$,5.0,1,28013.0,40.420589,-3.706897,3,5.0
La Mamona Aravaca,$$ - $$$,3.0,56,28023.0,40.4650446,-3.7864239,6,168.0
Maisha,$,3.0,39,28012.0,40.4080901,-3.6974763,1,117.0
Taberna 9,,4.0,2,28004.0,40.426520000000004,-3.703783,2,8.0
Mar de Copas,,4.0,3,28039.0,40.4619759,-3.7002443,1,12.0
Taberna Las Toreras Madrid,$,3.5,8,,40.4469415,-3.6994911,5,28.0
La Desayuneria,$$ - $$$,5.0,1,28004.0,40.4206695,-3.6982296999999997,21,5.0
Taruffi,,5.0,1,28916.0,40.3401454,-3.7331842000000006,31,5.0
Vips,$,3.5,9,28013.0,40.4166095,-3.7025565,3,31.5
Da Martuzza,,4.0,4,28020.0,40.4474684,-3.6991291,2,16.0
La Confusa bar restaurante,,4.0,2,28045.0,40.4040076,-3.6926936,2,8.0
pizzeria y heladeria Sienna,$$ - $$$,3.5,28,28042.0,40.46983529999999,-3.5807481,4,98.0
Batur Kebap,$,5.0,1,28027.0,40.432772899999996,-3.6491578000000002,14,5.0
Tapikas,,3.5,9,28020.0,40.464073,-3.6923017,21,31.5
Frida frijol,$$ - $$$,5.0,1,28010.0,40.4305505,-3.7018892999999995,1,5.0
Poke Street,$$ - $$$,5.0,1,28043.0,40.4632213,-3.6370595000000003,94,5.0
D’kebab Food,$,3.5,9,28004.0,40.422148299999996,-3.6995799,2,31.5
Suyana Sanguches,,4.0,2,28026.0,40.388504299999994,-3.7009488,1,8.0
Tapas y Sushi,$$ - $$$,5.0,1,28010.0,40.4365119,-3.6926308,3,5.0
La Alpargata - Taberna Vegana,$,5.0,1,28012.0,40.4077339,-3.7036534,1,5.0
Mehman Khana,,5.0,1,28012.0,40.4088935,-3.7030323,2,5.0
Moontoppings,,5.0,1,28027.0,40.4454777,-3.6509052000000004,2,5.0
Vegan Fresh,,4.5,2,28004.0,40.4268079,-3.6986831,2,9.0
Rincon De Manoteras,,5.0,1,28050.0,40.4873154,-3.6674938999999998,2,5.0
One Bowl,,3.5,3,28008.0,40.4324056,-3.7177512999999998,#DIV/0!,10.5
Fuego y Sabor,$$ - $$$,3.5,27,28043.0,40.467705200000005,-3.6379683,9,94.5
Gran Nemrut,,5.0,1,28019.0,40.3975568,-3.7165980000000003,4,5.0
El Bar de Luis,,5.0,1,28015.0,40.4347936,-3.7058267,14,5.0
El Placer De Los Sentidos,,4.0,2,28013.0,40.4178638,-3.7085550000000005,3,8.0
Momo Bao,,4.0,2,28004.0,40.4210035,-3.7053557,4,8.0
Bossa Nova Restaurante,,5.0,1,28029.0,40.4663222,-3.6926687999999994,1,5.0
Hamper,$$ - $$$,3.5,10,28003.0,40.443001200000005,-3.7038497,2,35.0
Goiko - Galileo 50,$$ - $$$,3.5,17,28015.0,40.4344628,-3.7100559,41,59.5
frescos,,3.5,11,28009.0,40.423230600000004,-3.6756263,1,38.5
Taberna Restaurante San Isidro,$$ - $$$,3.5,30,28005.0,40.4139221,-3.7075995,23,105.0
SUSHI Corner,,3.5,6,28020.0,40.4492187,-3.7027246,3,21.0
El rincon del piscolabis,$$ - $$$,5.0,1,28012.0,40.4115963,-3.6986769999999995,6,5.0
Tako-Away Princesa,$,5.0,1,28008.0,40.42503320000001,-3.7134457999999997,37,5.0
Taberna Atipica Legazpi,$$ - $$$,3.5,27,28045.0,40.39209,-3.6919800000000005,7,94.5
PomodoroPizza Pasta Burritos,$,3.5,3,,40.486298600000005,-3.6660473,16,10.5
Pieology,$$ - $$$,3.5,12,28043.0,40.4631976,-3.6373447999999997,61,42.0
Tabernita Maria Ines,,4.5,2,28028.0,40.4339965,-3.6653739,6,9.0
Loading Gaming Bar,$,5.0,1,28051.0,40.36747379999999,-3.5969357000000004,10,5.0
China City,$$ - $$$,3.0,31,28009.0,40.4142911,-3.6700235,8,93.0
Okinawa,,3.5,6,28003.0,40.441198299999996,-3.6988966,10,21.0
HV Alcala,,3.5,6,28009.0,40.421855900000004,-3.6828258999999997,8,21.0
Foodioom,,3.5,3,28006.0,40.434041799999996,-3.6849006,13,10.5
Parrilla Galicia,,3.5,4,28012.0,40.4121271,-3.7044328,2,14.0
Cafeteria Maceda,,4.0,2,28010.0,40.4365119,-3.6926308,3,8.0
Cafeteria Crystyan,,4.0,2,28009.0,40.4138191,-3.6739138,19,8.0
ristorante con terrazza madrid,,4.0,3,28004.0,40.4222574,-3.703911,2,12.0
Disfruta,,5.0,1,28020.0,40.4492187,-3.7027246,3,5.0
Sol y Luna,,5.0,1,28020.0,40.4521054,-3.7012141000000005,10,5.0
L'Vecchia Pizzeria,,3.5,3,28028.0,40.4337232,-3.669514,29,10.5
Manantial,,5.0,1,28016.0,40.4568135,-3.6751986000000003,3,5.0
Bar El Toboso,,3.5,3,28010.0,40.436249,-3.6975599999999997,2,10.5
Fastgrill,$$ - $$$,3.5,9,28022.0,40.429510799999996,-3.6046922999999995,4,31.5
Swad Indian Restaurant,,3.5,6,28002.0,40.443207,-3.6695860000000002,2,21.0
La Cocreta,$,5.0,1,,40.446969,-3.587343,34,5.0
Calabar,$$ - $$$,3.5,6,28013.0,40.415988399999996,-3.7097387000000004,4,21.0
Ceviche Madrid,$$ - $$$,3.0,13,28004.0,40.422847,-3.7034417,3,39.0
La Tosta,,5.0,1,28032.0,40.4182912,-3.6186537000000003,7,5.0
Toppings and Salads,$,3.0,17,28020.0,40.450857899999995,-3.6947105000000002,4,51.0
Singapur,$,3.5,21,28035.0,40.4892364,-3.7245885000000003,20,73.5
Galiano,,4.0,2,28010.0,40.4269088,-3.6914653,#DIV/0!,8.0
Taberna La Caneria y Empanada Magerit,$,3.5,5,28027.0,40.444128899999995,-3.6560066,7,17.5
The Wok,$$ - $$$,3.0,21,28045.0,40.394249,-3.6800324,29,63.0
Amor de Lumbre,$$ - $$$,5.0,1,28010.0,40.432136799999995,-3.7005638,5,5.0
Huacatay,$$ - $$$,3.0,23,28016.0,40.4568135,-3.6751986000000003,3,69.0
Pizza Hut Francos,$$ - $$$,3.0,35,28039.0,40.4547848,-3.703356,45,105.0
El Pinchopote,$$ - $$$,4.0,5,28010.0,40.4362844,-3.6909696000000003,1,20.0
Restaurante BMV,$$ - $$$,3.0,11,28020.0,40.4487783,-3.6950684999999996,3,33.0
The Irish,$$ - $$$,3.5,3,28015.0,40.4338482,-3.7174506000000003,8,10.5
Crepes & Cremas,$$ - $$$,5.0,1,28020.0,40.452108200000005,-3.6967543,14,5.0
Casa Nemesia,$$ - $$$,3.0,32,28043.0,40.4518061,-3.6500861000000002,12,96.0
KFC,$,3.5,23,28020.0,40.4533167,-3.7028222,67,80.5
Fredy's restaurante,,3.5,3,28027.0,40.4446941,-3.6539904,4,10.5
Plaza 66,$$ - $$$,3.0,92,28004.0,40.427197899999996,-3.6942195,2,276.0
Aqua Blue Madrid,$,3.0,20,,40.4800101,-3.7074566,22,60.0
Bon Gustu,,4.5,2,28020.0,40.454792,-3.6989494,1,9.0
Manolo Bakes La Vaguada,$,3.5,6,28029.0,40.4800101,-3.7074566,22,21.0
D'mystic Terraza,$$ - $$$,3.0,28,28004.0,40.422636,-3.6974671999999997,1,84.0
Taberna del Volapie Quevedo,$$ - $$$,3.0,23,28015.0,40.433968,-3.7046392999999997,2,69.0
Cerveceria la Salmantina Madrid,,4.0,2,28029.0,40.4786201,-3.7064284,8,8.0
Doce Chiles,$$ - $$$,3.0,19,28001.0,40.427739700000004,-3.6857684999999996,7,57.0
Taberna Museo,,5.0,1,28051.0,40.4167754,-3.7037902000000003,10,5.0
Mandalon,,4.0,1,28006.0,40.4369143,-3.6872169,95,4.0
Willy La Fabrica del Hojaldre,,4.0,1,28016.0,40.4583529,-3.6773974999999997,3,4.0
Montero's Meson,,5.0,1,,40.4137852,-3.7123766000000002,1,5.0
Ensaladas y +,,4.0,1,28020.0,40.4626429,-3.6918812999999995,2,4.0
Peak Juice Cafe,,4.0,1,28003.0,40.446662200000006,-3.6942858,18,4.0
El lavadero Plaza,,3.5,4,,40.4167166,-3.7050678,15,14.0
Penedela Restaurant,,3.5,3,28042.0,40.4708816,-3.5828946000000004,8,10.5
Taberna del Volapie - Santiago Bernabeu,,4.0,1,28046.0,40.454525,-3.6897013999999997,2,4.0
Mr Bagel,,4.0,1,28012.0,40.4070993,-3.6945454,2,4.0
Restaurante El Aroma,,3.5,3,28016.0,40.4568135,-3.6751986000000003,3,10.5
Apadana,,3.5,2,28002.0,40.4482059,-3.6757394,1,7.0
Pizzeria Ristorante Bella,,4.0,1,28029.0,40.470820399999994,-3.6944573,1,4.0
Kebap Evin,,4.0,1,28039.0,40.4567,-3.7057934,4,4.0
Roraima Avenue,$$ - $$$,4.0,1,28004.0,40.420275200000006,-3.6987578,3,4.0
La Pesquera de Santona,,4.0,2,28003.0,40.445213,-3.703725,3,8.0
"La Tagliatella C.C. Plaza Rio 2, Madrid",$$ - $$$,3.0,22,28026.0,40.3908753,-3.7014217000000005,18,66.0
Calle raimundo fernandez,,5.0,1,28003.0,40.4460282,-3.6982227,2,5.0
Oriente City,,3.5,21,28047.0,40.3822412,-3.7481537000000005,2,73.5
Bar Pichi Sushi,,4.0,1,28038.0,40.398447999999995,-3.6623639999999997,4,4.0
Palacio Imperal,,3.0,8,28027.0,40.4318182,-3.6594910000000005,20,24.0
La Neverita Bar Restaurante,,4.0,1,28019.0,40.3984408,-3.7180011,1,4.0
La Casita,,3.5,5,,40.4167754,-3.7037902000000003,10,17.5
Wanderlust Cerveceria,$$ - $$$,3.5,21,28026.0,40.3908753,-3.7014217000000005,18,73.5
Q' Te Pintxo,,3.5,7,28004.0,40.4200727,-3.6981873999999997,21,24.5
Costumbres Peruanas,$,3.0,17,28004.0,40.422847,-3.7034417,3,51.0
Asia Tei,$$ - $$$,3.5,14,28001.0,40.4274992,-3.6808187000000006,2,49.0
Le Pain,,3.5,2,28013.0,40.4205934,-3.7059286,2,7.0
"La Tagliatella C.C. Sexta Avenida, El Plantio",$$ - $$$,3.5,11,28023.0,40.4677758,-3.8152648,19,38.5
Historia de un Amor,,5.0,1,28010.0,40.430232000000004,-3.7047729,4,5.0
Restaurante Sushitokio,,4.0,1,28022.0,40.446969,-3.587343,34,4.0
La Pasta de Betty,,3.5,2,28013.0,40.417529200000004,-3.7112849999999997,1,7.0
Restaurante El Algibe,,3.5,6,28043.0,40.4632026,-3.6287858999999996,1,21.0
La Estacion,$$ - $$$,3.5,9,28008.0,40.422140899999995,-3.7206155,10,31.5
Conksabe,$,4.0,1,28029.0,40.4800101,-3.7074566,22,4.0
Healthy Poke Pardinas - Barrio Salamanca,$$ - $$$,3.5,3,28001.0,40.4264199,-3.6786852,4,10.5
Hola India,$$ - $$$,3.0,35,28019.0,40.3921026,-3.7245061,5,105.0
T.Q. Te De Maravillas,$$ - $$$,5.0,3,28020.0,40.4492187,-3.7027246,3,15.0
Paquita Bar Restaurante,$$ - $$$,3.0,114,28045.0,40.39654470000001,-3.6828852999999997,16,342.0
Cafeteria la Lidia,$$ - $$$,3.5,15,28028.0,40.4363475,-3.6614129,9,52.5
Kebab Sultana Melisa,,4.0,1,28020.0,40.4487783,-3.6950684999999996,3,4.0
Paradita de San Miguel,$$ - $$$,4.0,1,28013.0,40.415988399999996,-3.7097387000000004,4,4.0
Mr Coco Burger,,3.5,2,28039.0,40.4513922,-3.7072510000000003,5,7.0
La Tagliatella,$$ - $$$,3.5,3,28029.0,40.4800101,-3.7074566,22,10.5
The Fish Market,,3.5,2,28012.0,40.4077339,-3.7036534,1,7.0
Acaramelada,$,4.5,5,28013.0,40.415510999999995,-3.7074008999999997,1,22.5
El Rincon de Tirso,,3.5,4,28012.0,40.4121271,-3.7044328,2,14.0
La Cachiterie,,3.5,2,,40.4574374,-3.7024046999999998,2,7.0
Cafeteria Zucro,,3.5,3,28020.0,40.4570023,-3.6919007000000006,8,10.5
Meson O'Antoxo,,3.5,3,28010.0,40.4354544,-3.6951906,17,10.5
Aomi,,3.0,5,28011.0,40.4134229,-3.7262282,11,15.0
Restaurante Hyragana,$$$$,3.5,4,28014.0,40.4148019,-3.6986812999999996,10,14.0
Pizzeria Carlos,$,3.0,22,,40.481435,-3.7145483,10,66.0
Pizzeria Zorpes,,3.5,3,28002.0,40.4482059,-3.6757394,1,10.5
TGB The Good Burger,,3.5,4,28054.0,40.363375899999994,-3.7389514999999998,42,14.0
S'pintxos,,4.0,1,28009.0,40.4262427,-3.6729127999999998,36,4.0
Restaurante Lareira,,4.0,1,28020.0,40.4519151,-3.6942988,15,4.0
Goiko - C.C. Palacio de Hielo,,3.0,19,28043.0,40.4631976,-3.6373447999999997,61,57.0
Brasa Real,,4.0,1,28027.0,40.4322187,-3.6536044000000003,4,4.0
Mandarin Express SL.,,3.0,4,28003.0,40.446187,-3.700025,2,12.0
Brown Square,$$ - $$$,4.0,6,28033.0,40.463644099999996,-3.6582022000000003,7,24.0
DPipo Pizza y Pollo,$$ - $$$,3.0,14,28010.0,40.4362844,-3.6909696000000003,1,42.0
Arabian Nights,,4.0,1,28020.0,40.4519151,-3.6942988,15,4.0
Art Pizza,,3.5,2,28015.0,40.4338482,-3.7174506000000003,8,7.0
Lasal,$$ - $$$,3.0,12,28036.0,40.4583568,-3.6815729,8,36.0
KunFu,,3.5,4,28015.0,40.433222799999996,-3.7170717000000004,4,14.0
Atomic Bar,,4.0,1,28004.0,40.421581700000004,-3.702815,1,4.0
KFC Albufera,$,3.0,15,28038.0,40.397199,-3.6673762,36,45.0
Chez Pomme,,4.0,1,28004.0,40.4219025,-3.6990385000000003,21,4.0
Restaurante Dayuan,,3.0,7,28017.0,40.430465999999996,-3.644941,4,21.0
Bilbao Berria,,3.5,3,,40.4167754,-3.7037902000000003,10,10.5
Asador Parrilla 2j's,$$ - $$$,3.0,2,28027.0,40.4359008,-3.6444053,1,6.0
Blanco Chueca,,4.0,1,28004.0,40.4206695,-3.6982296999999997,21,4.0
Lavoca,,3.5,2,28001.0,40.4238301,-3.6835980000000004,5,7.0
Via Birra,,3.5,4,28046.0,40.44997670000001,-3.6916086999999997,54,14.0
La Le-Era,,4.0,1,28020.0,40.4479172,-3.6976023999999996,1,4.0
Cuper,,3.5,2,28034.0,40.4930826,-3.6890428,3,7.0
Cafe Universal,$$ - $$$,3.0,26,28002.0,40.4511496,-3.67714,4,78.0
The Big Big Cocina,,3.0,8,28028.0,40.4301477,-3.6709172999999997,25,24.0
Parras,,4.0,1,28045.0,40.3965284,-3.6977669,68,4.0
Orange,,3.5,3,28029.0,40.4800101,-3.7074566,22,10.5
Akasaka,$,3.0,16,28008.0,40.4267274,-3.7180312000000004,8,48.0
D'Pintxos y Cazuelas,$,3.0,12,28009.0,40.4262427,-3.6729127999999998,36,36.0
Pasteleria Mallorca,$$ - $$$,3.0,6,28231.0,40.489028999999995,-3.8771642999999996,14,18.0
La Tapa,$$ - $$$,3.0,8,28015.0,40.4305063,-3.7056951000000002,2,24.0
"Arepa Ole ""Bravo Murillo""",$$ - $$$,3.0,6,28020.0,40.458062700000006,-3.7007996,26,18.0
La Nieta Carmela,,3.0,13,28005.0,40.4104966,-3.7102562999999993,6,39.0
La Fiebre,$$ - $$$,3.5,91,28012.0,40.415384700000004,-3.7006407,35,318.5
Street side,,3.0,3,,40.4167754,-3.7037902000000003,10,9.0
Paraiso Chino,,3.5,9,28047.0,40.389837,-3.752726,6,31.5
Asador Kokoxaxa,,3.0,4,28008.0,40.422140899999995,-3.7206155,10,12.0
Fado,$$ - $$$,3.0,4,28020.0,40.452108200000005,-3.6967543,14,12.0
City Oro,,3.0,2,28033.0,40.4753745,-3.6492557999999997,4,6.0
Il Veneziano,,3.0,9,28022.0,40.446969,-3.587343,34,27.0
UDON Plenilunio,$$ - $$$,3.0,110,28022.0,40.446969,-3.587343,34,330.0
Restaurante City,,3.0,5,28046.0,40.4476083,-3.6933262000000004,611,15.0
IR SUSHI Chamberi,$$ - $$$,3.5,9,28003.0,40.44191,-3.6966807999999998,53,31.5
O Bifanas,,3.0,2,28008.0,40.42051,-3.7169266000000003,12,6.0
The Farm,$$ - $$$,4.0,32,28043.0,40.4495704,-3.6497891000000005,14,128.0
Manolo Bakes Zaragoza,,3.0,6,28703.0,40.5408496,-3.6135129999999998,22,18.0
"La Tagliatella Avda. Manoteras, Madrid",$$ - $$$,3.0,53,28050.0,40.486298600000005,-3.6660473,16,159.0
The Burger Lobby Toledo,$,3.0,29,28005.0,40.4139221,-3.7075995,23,87.0
Cubanito Latin Food,,3.0,1,,40.434635899999996,-3.7041334000000004,1,3.0
Dalman Kebab,,3.0,1,28027.0,40.432382399999995,-3.6573334,37,3.0
Pizza Masamadre,,3.0,1,28025.0,40.3878949,-3.7425167,2,3.0
Oasis Restaurant and Shishas Bar,,3.0,1,28007.0,40.403842100000006,-3.6814087,3,3.0
El Secreto,,2.5,2,28015.0,40.4338482,-3.7174506000000003,8,5.0
Monjardin,,3.0,1,28050.0,40.5112122,-3.6784682,22,3.0
Tabaxco,,3.0,1,28004.0,40.42787020000001,-3.6973771,10,3.0
Haochung Liang,,3.0,2,28045.0,40.396271899999995,-3.6814587999999997,4,6.0
Al Pil-Pil,,3.0,1,28015.0,40.4320769,-3.7107101000000005,1,3.0
Juicy Avenue Moraleja Green,$,3.0,1,28023.0,40.5186645,-3.6553541,7,3.0
Muerde La Pasta C.c. Islazul,$$ - $$$,3.0,2,28054.0,40.363375899999994,-3.7389514999999998,42,6.0
Parentesis,$,3.0,12,28010.0,40.4362844,-3.6909696000000003,1,36.0
Chi-Zhi-Ju Madrid,$,3.0,19,28020.0,40.464073,-3.6923017,21,57.0
Bambu Garden,$,3.0,14,28033.0,40.463727899999995,-3.6626012,12,42.0
Reina Saray,$,3.0,14,28039.0,40.4604731,-3.6989312999999995,16,42.0
Okayama,,3.0,2,28004.0,40.429432500000004,-3.7031354,16,6.0
Icekexily,,3.0,5,28008.0,40.422140899999995,-3.7206155,10,15.0
Enrich,$$$$,3.5,8,28109.0,40.514340000000004,-3.6525354,27,28.0
Gastromundi,,3.0,2,28001.0,40.4258499,-3.67674,2,6.0
Il Siciliano,$,3.0,59,28020.0,40.452108200000005,-3.6967543,14,177.0
Gastro Hub,$$ - $$$,3.0,40,,40.4167754,-3.7037902000000003,10,120.0
Mad28224,$$ - $$$,3.0,50,28023.0,40.4382078,-3.7943604,35,150.0
Cajun,$,3.5,3,28008.0,40.422140899999995,-3.7206155,10,10.5
O Mamma Mia Sanchinarro,$$ - $$$,3.0,64,28050.0,40.4977309,-3.6611356,38,192.0
Xin Yong,,3.0,5,28040.0,40.4492716,-3.7120832999999998,10,15.0
Restaurante Wei,$$ - $$$,3.0,81,28049.0,40.5103904,-3.6900581,12,243.0
La Octava Isla,$$ - $$$,3.0,3,28006.0,40.43699829999999,-3.6835193999999998,15,9.0
La Chelinda La Gavia,$$ - $$$,3.0,123,28051.0,40.3690139,-3.5990357000000004,50,369.0
Papa John's,,3.0,2,28032.0,40.3994744,-3.6024248,10,6.0
Mills,,2.5,3,,40.299605799999995,-3.9261572,108,7.5
Canel Rolls,$,3.0,7,28029.0,40.4800101,-3.7074566,22,21.0
Restaurante Lo Siguiente,$$ - $$$,3.0,218,28004.0,40.4253555,-3.6962,24,654.0
Ir Sushi,$$ - $$$,3.0,4,28045.0,40.3912952,-3.6942862,23,12.0
La Panza is Pimero,,3.5,10,,40.4137852,-3.7123766000000002,1,35.0
Santa Teresa Shop Paseo de la Habana,$$ - $$$,4.5,3,28036.0,40.4511987,-3.6868480000000003,1,13.5
Wok A La Vista,$,3.0,6,28054.0,40.3637278,-3.7374791,141,18.0
La Pulperia del Peregrino,$$ - $$$,3.0,98,28050.0,40.489231,-3.6507614999999998,2,294.0
Gambrinus,$$ - $$$,3.0,43,28020.0,40.4622146,-3.6914233999999997,1,129.0
Deli & Croq,$$ - $$$,4.5,3,28001.0,40.4273844,-3.6857010999999997,2,13.5
Do Eat!,$,3.0,36,28006.0,40.4376694,-3.6869118999999997,4,108.0
Foehn Show Restaurant and Drinks,$$$$,3.0,2,28027.0,40.444128899999995,-3.6560066,7,6.0
Restaurante Conache,$$ - $$$,3.0,250,28004.0,40.4242126,-3.7015587,15,750.0
Pomodoro Las Rosas,$,3.0,26,28032.0,40.4187285,-3.6209721,44,78.0
Mercadillo Lisboa,,3.0,4,28012.0,40.4077339,-3.7036534,1,12.0
Tinglao,$$ - $$$,3.0,17,28003.0,40.4398106,-3.6993305,18,51.0
Sonar Bangla Embajadores,,3.0,2,28012.0,40.4026504,-3.7009578000000003,3,6.0
La Gondola,,2.5,2,28010.0,40.4312842,-3.7020858,13,5.0
Taberna Andaluza Buleria,,3.0,10,28020.0,40.452108200000005,-3.6967543,14,30.0
Universo Kebab,,3.0,15,28042.0,40.473191799999995,-3.5835234,9,45.0
Temple bar,,3.0,4,28939.0,40.299605799999995,-3.9261572,108,12.0
Mcdonald's,$,3.0,18,28015.0,40.4349613,-3.7180652000000003,42,54.0
Taberna del Volapie,$$ - $$$,3.0,14,28046.0,40.4631776,-3.6889547,10,42.0
"La Tagliatella CC La Gavia, Madrid",$$ - $$$,3.0,63,28051.0,40.3690139,-3.5990357000000004,50,189.0
Peggy Sue Campo de Las Naciones,$,3.0,38,28043.0,40.456451,-3.6192547,20,114.0
La Barrika de Bilbao,$$ - $$$,3.0,43,28050.0,40.4950472,-3.6589516000000004,4,129.0
El Fogon de Los Deseos,$$ - $$$,3.0,15,,40.425383700000005,-3.6915685,1,45.0
El Mezcalito,$$ - $$$,3.0,37,28004.0,40.42343220000001,-3.7028894999999995,1,111.0
Pizza Emporio,$$ - $$$,3.0,8,28013.0,40.4175537,-3.7080339999999996,84,24.0
Restaurante Chino Centro,$$ - $$$,3.0,16,28054.0,40.3623391,-3.7606028,6,48.0
La Usina,$$ - $$$,3.5,12,28004.0,40.4245173,-3.7016119,1,42.0
